idx,sec,nanosec,t,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
65,1786799130,10626197,1786799130.010626,-11.488128466490231,-1.9983966348056068,0.08334433066498582,0.0,0.0,0.0,1.0,0.0001272548762261653,0.0002108089939354727,0.0,0.0,0.0,0.0
66,1786799130,277147236,1786799130.277147,-11.487298558137361,-1.9983856316058715,0.08074666742442999,0.0,0.0,0.0,1.0,8.754868572790654e-06,0.0013809751570350401,0.0,0.0,0.0,0.0
67,1786799130,710531020,1786799130.710531,-11.486509217177339,-1.9982311562307793,0.07972420718725098,0.0,0.0,0.0,1.0,-0.001038944810866935,0.0002718866617412402,0.0,0.0,0.0,0.0
68,1786799131,543789144,1786799131.543789,-11.48544635966271,-2.000020035553647,0.08015811597067614,0.0,0.0,0.0,1.0,0.0009373680361556176,-0.0025438901846614524,0.0,0.0,0.0,0.0
69,1786799131,810515067,1786799131.810515,-11.483280521942975,-2.0008263047323784,0.08158122692507398,0.0,0.0,0.0,1.0,0.00041614145640666086,0.0004339348886229842,0.0,0.0,0.0,0.0
70,1786799132,210471639,1786799132.210472,-11.479240194101292,-2.0009400195898683,0.08176690922805782,0.0,0.0,0.0,1.0,-0.0005813288493996733,-0.0008050322942753678,0.0,0.0,0.0,0.0
71,1786799132,410539164,1786799132.410539,-11.477694504256023,-2.0011882888744643,0.0810383895652726,0.0,0.0,0.0,1.0,-0.0007797907359109398,-0.0006812202062992922,0.0,0.0,0.0,0.0
72,1786799132,710609293,1786799132.710609,-11.478260933500255,-2.001105419681138,0.08159998737610431,0.0,0.0,0.0,1.0,-9.389683387925015e-05,-0.00012496843265707427,0.0,0.0,0.0,0.0
73,1786799133,10580815,1786799133.010581,-11.477589195694474,-2.001353380384058,0.0814563395719869,0.0,0.0,0.0,1.0,0.0009472777691498054,0.0004212357546785392,0.0,0.0,0.0,0.0
74,1786799133,310591676,1786799133.310592,-11.476201581789995,-2.0017952589110246,0.08106668673904399,0.0,0.0,0.0,1.0,0.001871001408707856,-0.0014336918883674405,0.0,0.0,0.0,0.0
75,1786799134,77200275,1786799134.077200,-11.478227221997418,-2.0003444030483135,0.08203099317972287,0.0,0.0,0.0,1.0,-0.00033340801359704134,0.00179734218108027,0.0,0.0,0.0,0.0
76,1786799134,310625294,1786799134.310625,-11.47805365647588,-2.000573683126493,0.08270391242391782,0.0,0.0,0.0,1.0,-0.0008363162784717252,0.0018002301107011983,0.0,0.0,0.0,0.0
77,1786799136,143928108,1786799136.143928,-11.477207683402884,-1.996299485418393,0.11122814778571291,0.0,0.0,0.0,1.0,0.003431508107490122,-0.00016443835537061145,0.0,0.0,0.0,0.0
78,1786799136,610649932,1786799136.610650,-11.473384458267965,-1.9985762959648166,0.1169580566396014,0.0,0.0,0.0,1.0,0.00360801852380106,-0.0005215371958732663,0.0,0.0,0.0,0.0
79,1786799137,143913458,1786799137.143914,-11.469607182891727,-1.9980893388414374,0.12402266933921913,0.0,0.0,0.0,1.0,0.004000126956015551,0.0010871635629876924,0.0,0.0,0.0,0.0
80,1786799137,410581448,1786799137.410581,-11.469742154092247,-1.9979583668630347,0.12725315825161515,0.0,0.0,0.0,1.0,0.00012032541589185233,0.0033220683640375805,0.0,0.0,0.0,0.0
81,1786799137,610611452,1786799137.610611,-11.468561615437629,-1.9976220795275295,0.13011044460186275,0.0,0.0,0.0,1.0,0.0028901371567785095,0.0036085007880641545,0.0,0.0,0.0,0.0
82,1786799137,810655046,1786799137.810655,-11.465536707670662,-1.9975937164543613,0.1330587920924205,0.0,0.0,0.0,1.0,0.006427933517900042,0.00560661665791022,0.0,0.0,0.0,0.0
83,1786799138,77284213,1786799138.077284,-11.459855273472197,-1.9972151791952477,0.13887411047118559,0.0,0.0,0.0,1.0,0.0036442239021473163,0.0031624172123213114,0.0,0.0,0.0,0.0
84,1786799138,410771037,1786799138.410771,-11.456998049328034,-1.9966436154101306,0.14468700612322846,0.0,0.0,0.0,1.0,0.002731632100384327,0.0026074906384389055,0.0,0.0,0.0,0.0
85,1786799138,643937061,1786799138.643937,-11.455811485020108,-1.9967353395438965,0.14656202795676887,0.0,0.0,0.0,1.0,0.0018162304371003332,0.0024153676167500467,0.0,0.0,0.0,0.0
86,1786799139,44052265,1786799139.044052,-11.45463912251681,-1.996402953295153,0.1562306823027261,0.0,0.0,0.0,1.0,0.0006594688319050308,0.001214790302159306,0.0,0.0,0.0,0.0
87,1786799139,377336407,1786799139.377337,-11.449152229758978,-1.995179497569622,0.1615324109837762,0.0,0.0,0.0,1.0,0.0018197636382181756,-0.0006767571295971228,0.0,0.0,0.0,0.0
88,1786799140,43994918,1786799140.043995,-11.447204112855669,-1.9965998588441751,0.1717065112383736,0.0,0.0,0.0,1.0,0.0004555502341977158,0.0015423355332751156,0.0,0.0,0.0,0.0
89,1786799140,477325504,1786799140.477325,-11.445451708861397,-1.9958291493721028,0.17609723514358078,0.0,0.0,0.0,1.0,0.0013221433602867692,0.0012386822357083054,0.0,0.0,0.0,0.0
90,1786799141,77365855,1786799141.077366,-11.445451708861397,-1.9958291493721028,0.17609723514358078,0.0,0.0,0.0,1.0,0.0013221433602867692,0.0012386822357083054,0.0,0.0,0.0,0.0
91,1786799141,777386768,1786799141.777387,-11.44670082450475,-1.9887865747687545,0.19391995441756232,0.0,0.0,0.0,1.0,-0.0053952466465881956,0.01106274937629264,0.0,0.0,0.0,0.0
92,1786799142,344065598,1786799142.344066,-11.447041305627922,-1.9865267544902447,0.20655870449513752,0.0,0.0,0.0,1.0,0.0027628522944958944,0.0010364362059454325,0.0,0.0,0.0,0.0
93,1786799142,844028966,1786799142.844029,-11.445511968880279,-1.9871205383966137,0.21110474998913328,0.0,0.0,0.0,1.0,-4.498021092653147e-05,0.0004404020023958677,0.0,0.0,0.0,0.0
94,1786799143,77387205,1786799143.077387,-11.446330505111767,-1.9886166641337013,0.21542909835329843,0.0,0.0,0.0,1.0,0.0016420612555787138,-0.001719554402276347,0.0,0.0,0.0,0.0
95,1786799143,377441893,1786799143.377442,-11.446092422257196,-1.9897920011781511,0.2191280799134937,0.0,0.0,0.0,1.0,-0.0003469241470669994,-0.00032860369984502374,0.0,0.0,0.0,0.0
96,1786799143,777475122,1786799143.777475,-11.445673706217141,-1.9905146531642632,0.22671903676088084,0.0,0.0,0.0,1.0,-0.00014002476085436737,-0.0011065384088159906,0.0,0.0,0.0,0.0
97,1786799144,144073205,1786799144.144073,-11.445180120092743,-1.9911888870547603,0.23582544298813968,0.0,0.0,0.0,1.0,0.0006457632289101727,-0.0010059169818400888,0.0,0.0,0.0,0.0
98,1786799144,377456122,1786799144.377456,-11.44474186245166,-1.9922377748667561,0.23832046129287615,0.0,0.0,0.0,1.0,-5.724289379095281e-05,-0.0013200954799180153,0.0,0.0,0.0,0.0
99,1786799144,944104528,1786799144.944104,-11.443704147071097,-1.992493236229916,0.24925964786246615,0.0,0.0,0.0,1.0,0.0002817960457365705,-0.0011489790720926735,0.0,0.0,0.0,0.0
100,1786799145,177445234,1786799145.177445,-11.442763152700156,-1.9923125567850293,0.25361531615322497,0.0,0.0,0.0,1.0,0.0007476163968097482,-0.0009119983568816898,0.0,0.0,0.0,0.0
101,1786799145,377460471,1786799145.377460,-11.441553969378141,-1.9932123770030044,0.2575583399943594,0.0,0.0,0.0,1.0,0.0011144414175899844,-0.001540740804638637,0.0,0.0,0.0,0.0
102,1786799145,777480595,1786799145.777481,-11.442193447046899,-1.9939410007123841,0.2658034931838683,0.0,0.0,0.0,1.0,0.0014329500249481077,-0.001706857840465369,0.0,0.0,0.0,0.0
103,1786799146,110751855,1786799146.110752,-11.441362013820472,-1.9940927308775616,0.26958985083209525,0.0,0.0,0.0,1.0,0.0019304668513702768,-0.00203635105864126,0.0,0.0,0.0,0.0
104,1786799146,310797285,1786799146.310797,-11.441509661496998,-1.994741587028371,0.27490525558261497,0.0,0.0,0.0,1.0,0.0013164163940529896,-0.0017993305550293203,0.0,0.0,0.0,0.0
105,1786799146,744101112,1786799146.744101,-11.43916708422,-1.9948728888134162,0.28133659880219486,0.0,0.0,0.0,1.0,-0.0003615540814803555,-0.0009026293053181627,0.0,0.0,0.0,0.0
106,1786799146,944329379,1786799146.944329,-11.43956415233295,-1.9952332035688145,0.284629894490774,0.0,0.0,0.0,1.0,0.0006196827970384115,-0.0004160547393405147,0.0,0.0,0.0,0.0
107,1786799147,477514488,1786799147.477515,-11.434826466625472,-1.9973682601595195,0.2948702177914314,0.0,0.0,0.0,1.0,0.0032363578607533857,-0.0011163682859635774,0.0,0.0,0.0,0.0
108,1786799148,10802559,1786799148.010803,-11.43176253901296,-1.996773034418042,0.30302584083418993,0.0,0.0,0.0,1.0,0.0007189312543623904,0.001380057824986462,0.0,0.0,0.0,0.0
109,1786799149,144205230,1786799149.144205,-11.432071609245558,-1.9958428145057392,0.3220685096926857,0.0,0.0,0.0,1.0,0.0006321391120469701,-0.00036444559708133633,0.0,0.0,0.0,0.0
110,1786799149,777572459,1786799149.777572,-11.4312085268153,-1.9959031743447861,0.33676448716334456,0.0,0.0,0.0,1.0,0.0016625824768933945,-0.001275046335813638,0.0,0.0,0.0,0.0
